image,xmin,ymin,xmax,ymax
ISIC_0058580,0.10513528,0.1356183,0.9939545,0.9698583
ISIC_0058582,0.0476323,0.07320475,0.9807596,0.8882219
ISIC_0058584,0.3285428,0.3014624,0.72256863,0.8133892
ISIC_0058585,0.2394824,0.43472782,0.83363134,0.84960485
ISIC_0058586,0.03366866,0.022900952,0.98135215,0.96663064
ISIC_0058587,0.045817245,0.031915728,0.9391055,0.9740571
ISIC_0058588,0.29379755,0.3239958,0.6202853,0.59041655
ISIC_0058589,0.16643284,0.07035499,0.97512716,0.7808559
ISIC_0058591,0.2819725,0.09854475,0.6385731,0.6038035
ISIC_0058593,0.043510996,0.033698168,0.9169972,0.9541749
ISIC_0058594,0.05181228,0.15408544,0.71054345,0.902641
ISIC_0058598,0.06845078,0.123757385,0.9010892,0.960337
ISIC_0058599,0.03668788,0.019918311,0.9840003,0.9858046
ISIC_0058600,0.29791442,0.24117434,0.6817155,0.68248224
ISIC_0058602,0.22560678,0.3396897,0.47026414,0.5643928
ISIC_0058603,0.038462743,0.12420527,0.8375599,0.9572867
ISIC_0058604,0.025073702,0.03854081,0.9767064,0.9620626
ISIC_0058606,0.06673705,0.10151279,0.768305,0.7555395
ISIC_0058607,0.03275607,0.05688702,0.9566018,0.83741707
ISIC_0058608,0.0247154,0.02395097,0.9808243,0.9803622
ISIC_0058611,0.054865845,0.038771488,0.9244432,0.9269538
ISIC_0058615,0.22783267,0.38490155,0.55519366,0.67159575
ISIC_0058617,0.12826613,0.30954042,0.6809325,0.84668505
ISIC_0058622,0.025869116,0.030295972,0.9853955,0.97653735
ISIC_0058623,0.14652546,0.14238909,0.76237667,0.8489219
ISIC_0058624,0.2184619,0.31408712,0.7999289,0.64954126
ISIC_0058625,0.121277355,0.26243284,0.7747318,0.8701254
ISIC_0058627,0.13678195,0.22781797,0.830961,0.7845302
ISIC_0058630,0.12967844,0.07993313,0.8815633,0.88266444
ISIC_0058631,0.15993011,0.14436501,0.90547216,0.97877234
ISIC_0058632,0.23269959,0.25288907,0.7395652,0.7387241
ISIC_0058633,0.054797836,0.065844886,0.94038045,0.8506992
ISIC_0058634,0.17687726,0.16793358,0.6727146,0.70654565
ISIC_0058635,0.40707788,0.32170814,0.67334104,0.6290665
ISIC_0058636,0.071686074,0.064682804,0.924839,0.91924024
ISIC_0058639,0.11659797,0.08251766,0.9323392,0.93841636
ISIC_0058640,0.09798757,0.10421107,0.8345601,0.8468892
ISIC_0058641,0.0905967,0.24694696,0.9221963,0.76802313
ISIC_0058642,0.16008824,0.19584607,0.73242384,0.8845233
ISIC_0058644,0.07174628,0.057813894,0.9430447,0.9318446
ISIC_0058645,0.16093157,0.20969795,0.82809156,0.7298809
ISIC_0058647,0.1573758,0.055899274,0.88196176,0.908608
ISIC_0058649,0.030785222,0.025169287,0.97559124,0.98232913
ISIC_0058651,0.097905315,0.24982898,0.7557519,0.9273218
ISIC_0058652,0.14218841,0.2406739,0.86116683,0.70418644
ISIC_0058653,0.107801534,0.15812114,0.74152756,0.85193694
ISIC_0058654,0.070143916,0.0727726,0.9109887,0.8975697
ISIC_0058655,0.082399935,0.07740456,0.93066514,0.91757107
ISIC_0058656,0.11662086,0.031424496,0.9392423,0.946684
ISIC_0058657,0.37534612,0.45880753,0.55162495,0.63134354
ISIC_0058658,0.07278048,0.03365903,0.9529682,0.9142029
ISIC_0058660,0.04734409,0.053120285,0.9473728,0.8882208
ISIC_0058661,0.040482916,0.104618944,0.8271364,0.9656716
ISIC_0058662,0.037276007,0.022241477,0.96694154,0.98399484
ISIC_0058663,0.032987166,0.10409703,0.89180636,1.0076513
ISIC_0058664,0.038846012,0.07293861,0.97800654,0.8557756
ISIC_0058666,0.029397503,0.028659433,0.9435555,0.9698279
ISIC_0058670,0.12436956,0.16847809,0.9725915,0.87524337
ISIC_0058673,0.28429228,0.3723645,0.6264554,0.72843456
ISIC_0058674,0.03447303,0.029218508,0.97731996,0.9386385
ISIC_0058676,0.029590322,0.022550289,0.96597254,0.9784366
ISIC_0058678,0.048861355,0.026546497,0.98094773,0.9476433
ISIC_0058679,0.033919055,0.024704097,0.9722614,0.9867564
ISIC_0058680,0.34954673,0.33020985,0.82915866,0.77629423
ISIC_0058681,0.032868344,0.026130168,0.9684819,0.94660705
ISIC_0058682,0.17962377,0.23361345,0.70749366,0.88727653
ISIC_0058683,0.13541697,0.07694745,0.85776347,0.79843944
ISIC_0058684,0.039372534,0.16270676,0.8908465,0.85216594
ISIC_0058686,0.15083538,0.1926326,0.7302948,0.81754005
ISIC_0058687,0.07842024,0.04660488,0.985713,0.9529774
ISIC_0058689,0.28593883,0.28115416,0.7028186,0.7699758
ISIC_0058690,0.045815192,0.055198353,0.9207347,0.91482294
ISIC_0058691,0.39535037,0.37695318,0.594733,0.61543345
ISIC_0058692,0.2420609,0.23550177,0.87065214,0.7335646
ISIC_0058694,0.14430442,0.24474521,0.73934853,0.8513368
ISIC_0058698,0.20924366,0.18997404,0.8505252,0.78334665
ISIC_0058699,0.094826385,0.05374452,0.9816083,0.9681228
ISIC_0058700,0.062006045,0.19521485,0.93177843,0.86119425
ISIC_0058701,0.13031413,0.11759961,1.0040882,0.7644995
ISIC_0058703,0.3174206,0.13707991,0.9448601,0.8937171
ISIC_0058704,0.035331715,0.05138215,0.97025317,0.92728966
ISIC_0058709,0.38310084,0.5011283,0.620157,0.66401017
ISIC_0058710,0.04155013,0.2537919,0.95498824,0.96993446
ISIC_0058711,0.13757011,0.1660238,0.8180585,0.84734577
ISIC_0058712,0.19353251,0.13448565,0.85519385,1.019979
ISIC_0058713,0.037326466,0.037982512,0.80818117,0.98002326
ISIC_0058715,0.09028013,0.14789708,0.9172791,0.92986965
ISIC_0058716,0.35629508,0.17309864,0.6295206,0.56298184
ISIC_0058717,0.06962814,0.09259989,0.9544506,0.8964092
ISIC_0058719,0.038840864,0.092399746,0.8084201,0.8565761
ISIC_0058722,0.04799922,0.04947048,0.88743746,0.9662583
ISIC_0058723,0.11772628,0.15717316,0.8373275,0.8464166
ISIC_0058724,0.056583315,0.13182877,0.9023148,0.97192955
ISIC_0058729,0.35276607,0.26835355,0.64015543,0.54572594
ISIC_0058730,0.2908872,0.398922,0.6381582,0.7513982
ISIC_0058731,0.44330803,0.42684832,0.61449903,0.59164697
ISIC_0058733,0.24483311,0.47098288,0.6381537,0.7200347
ISIC_0058735,0.11039162,0.12825222,0.8738161,0.91167635
ISIC_0058736,0.029890085,0.096907005,0.97474253,0.9684749
ISIC_0058737,0.3359558,0.053961754,0.9654645,0.8024914
ISIC_0058741,0.06524991,0.06820665,0.9530536,0.89278775
ISIC_0058743,0.03908325,0.11653974,0.9627673,0.79618925
ISIC_0058744,0.18761042,0.22308102,0.8689406,0.8406788
ISIC_0058745,0.25636333,0.21826959,0.84565777,0.7070316
ISIC_0058746,0.21172805,0.22892551,0.7201975,0.85531855
ISIC_0058747,0.1301605,0.041319627,0.86392653,0.91968715
ISIC_0058751,0.21534882,0.1983882,0.864487,0.9281538
ISIC_0058752,0.041994974,0.035338085,0.81000113,0.9308275
ISIC_0058753,0.03502261,0.043742027,0.7819778,0.9139331
ISIC_0058755,0.19765744,0.14717592,0.7825936,0.71327275
ISIC_0058756,0.3554983,0.34347215,0.77680546,0.8059809
ISIC_0058759,0.35652614,0.30733895,0.75618756,0.906006
ISIC_0058760,0.14895861,0.09211357,0.88059145,0.819458
ISIC_0058761,0.045608968,0.10136799,0.9120451,0.9570426
ISIC_0058762,0.13625737,0.3879472,0.7997118,0.88737345
ISIC_0058763,0.36099806,0.37349972,0.7775777,0.75613356
ISIC_0058764,0.27483758,0.19972679,0.8992032,0.83529747
ISIC_0058765,0.05271058,0.052289773,0.93684363,0.9521865
ISIC_0058766,0.12751634,0.10722382,0.8678669,0.8492027
ISIC_0058767,0.34567875,0.3145071,0.6450058,0.67413735
ISIC_0058768,0.080434434,0.044168565,0.9978858,0.9540357
ISIC_0058769,0.05018383,0.07444381,0.95500106,0.95214814
ISIC_0058770,0.055084765,0.051708758,0.9162709,0.93790615
ISIC_0058772,0.38088846,0.41569743,0.5644302,0.6221784
ISIC_0058774,0.123943605,0.14802565,0.84220195,0.8450616
ISIC_0058775,0.0649968,0.057125773,0.9202857,0.91117954
ISIC_0058776,0.056258094,0.058407642,0.9262314,0.87196255
ISIC_0058778,0.38144478,0.35588697,0.7902032,0.86640227
ISIC_0058780,0.033366513,0.026833087,0.9248768,0.94968545
ISIC_0058781,0.0532777,0.22883165,0.993595,0.96961474
ISIC_0058782,0.18191051,0.128089,0.96779996,0.9050559
ISIC_0058784,0.12982802,0.10996107,0.85566384,0.8109596
ISIC_0058785,0.16876112,0.179054,0.8912777,0.8776951
ISIC_0058787,0.4266598,0.42484877,0.60282093,0.6236875
ISIC_0058790,0.32133237,0.37134537,0.5578302,0.65123665
ISIC_0058791,0.21534729,0.093588255,0.93919235,0.862485
ISIC_0058792,0.032235436,0.025361136,0.9839494,0.9568858
ISIC_0058794,0.3515722,0.2667954,0.683236,0.66581404
ISIC_0058795,0.36347437,0.37066743,0.5987195,0.6219558
ISIC_0058797,0.1433789,0.23975623,0.64412296,0.6537185
ISIC_0058798,0.08792224,0.12995349,0.8345437,0.8650716
ISIC_0058799,0.16039349,0.13014443,0.83890265,0.884587
ISIC_0058801,0.14700651,0.26342854,0.84164834,0.71878964
ISIC_0058802,0.29174623,0.28369567,0.77575856,0.6326274
ISIC_0058803,0.18323949,0.12974957,0.81933653,0.7828952
ISIC_0058804,0.04962576,0.1755179,0.9576329,0.9904299
ISIC_0058806,0.07950155,0.10892131,0.8565686,0.84032387
ISIC_0058807,0.18108457,0.110068165,0.9475041,0.9540093
ISIC_0058808,0.21743026,0.10777267,0.9035795,0.876527
ISIC_0058809,0.104182206,0.0817628,0.87077194,0.9448721
ISIC_0058810,0.24067345,0.18923868,0.82102346,0.8280704
ISIC_0058812,0.33280423,0.3843294,0.72516775,0.8166571
ISIC_0058813,0.37650952,0.39857018,0.6385257,0.5666559
ISIC_0058814,0.3385251,0.31992656,0.6319509,0.7131729
ISIC_0058815,0.036708195,0.04546987,0.9719781,0.9863892
ISIC_0058819,0.038419273,0.032483127,0.92800283,0.9786216
ISIC_0058820,0.037005138,0.04676493,0.93491346,0.9599912
ISIC_0058821,0.03935754,0.079202645,0.9618058,0.9812255
ISIC_0058822,0.40391657,0.41070658,0.69372857,0.68979925
ISIC_0058823,0.056305367,0.2702693,0.89596707,0.81183183
ISIC_0058824,0.34415793,0.15056519,0.7386168,0.9526673
ISIC_0058825,0.030437825,0.03132758,0.9679815,0.9712843
ISIC_0058826,0.038035214,0.099064626,0.9097986,0.9038154
ISIC_0058827,0.16221918,0.19448283,0.84952664,0.96178436
ISIC_0058828,0.34996688,0.3241185,0.8186492,0.8073797
ISIC_0058829,0.08387198,0.15496968,0.97734004,0.83965856
ISIC_0058830,0.44274336,0.3867715,0.6291034,0.5734576
ISIC_0058832,0.15876171,0.08140837,0.8159946,0.8675059
ISIC_0058833,0.37471327,0.42249128,0.67260444,0.66446286
ISIC_0058835,0.04084087,0.035632517,0.76421493,0.97536474
ISIC_0058836,0.0696662,0.12434675,0.90213627,0.87240165
ISIC_0058837,0.072533265,0.047368597,0.94909805,0.84782934
ISIC_0058840,0.16090629,0.2516589,0.7741215,0.79551864
ISIC_0058842,0.11697819,0.14820014,0.8678013,0.8701678
ISIC_0058845,0.14259662,0.21978931,0.69817,0.83644056
ISIC_0058847,0.036531735,0.026012758,0.946526,0.9675768
ISIC_0058850,0.14506853,0.052609365,0.87639034,0.9611857
ISIC_0058851,0.3354432,0.3198102,0.6396739,0.80309
ISIC_0058852,0.113107674,0.28447983,0.62427,0.75973314
ISIC_0058856,0.072770506,0.10405532,0.8629881,0.9132842
ISIC_0058857,0.06426602,0.055934798,0.8396159,0.96599454
ISIC_0058858,0.08312962,0.20652549,0.81894946,0.92975825
ISIC_0058860,0.2472112,0.24091892,0.5782434,0.72618926
ISIC_0058863,0.27859005,0.33847865,0.43021417,0.5305878
ISIC_0058864,0.08007393,0.109738186,0.93106395,0.9510649
ISIC_0058866,0.086783946,0.25294504,0.81362647,0.9304763
ISIC_0058867,0.16499206,0.15999155,0.84099627,1.0044974
ISIC_0058868,0.33992982,0.3493174,0.7556439,0.6868051
ISIC_0058869,0.10925702,0.3415099,0.802306,0.7288046
ISIC_0058871,0.23054719,0.36383128,0.797359,0.9050562
ISIC_0058872,0.08398845,0.055704415,0.9114101,0.9479623
ISIC_0058873,0.056888293,0.054955017,0.9619113,0.9642313
ISIC_0058874,0.061236557,0.20346205,0.745978,0.8469295
ISIC_0058876,0.047532856,0.05700287,0.94249105,0.93201584
ISIC_0058877,0.089957155,0.08063586,0.77631456,0.76114345
ISIC_0058878,0.070609055,0.07589918,0.8657084,0.9725975
ISIC_0058879,0.21425536,0.31769118,0.81821203,0.88846195
ISIC_0058880,0.26146185,0.22009876,0.7727881,0.83996475
ISIC_0058882,0.18222854,0.37618756,0.43100688,0.6510065
ISIC_0058883,0.23722799,0.39834318,0.6034256,0.73670095
ISIC_0058884,0.13504724,0.10418644,0.8469373,0.8707097
ISIC_0058886,0.17542103,0.18013111,0.8333659,0.7080518
ISIC_0058887,0.2013599,0.33412156,0.7774967,0.83201396
ISIC_0058888,0.43719178,0.48782617,0.6678979,0.6917817
ISIC_0058889,0.27069643,0.30043048,0.6106281,0.62208235
ISIC_0058890,0.19285078,0.14333099,0.78482896,0.7635661
ISIC_0058891,0.13777924,0.26064134,0.8076181,0.8452278
ISIC_0058893,0.2556958,0.30905572,0.68767554,0.81822276
ISIC_0058895,0.32932037,0.42917895,0.6230897,0.61753845
ISIC_0058896,0.2094877,0.33549884,0.8202982,0.7353089
ISIC_0058897,0.11331612,0.09335746,0.8097235,0.8351311
ISIC_0058898,0.13372591,0.14264838,0.8809198,0.88982534
ISIC_0058900,0.22742341,0.19094212,0.8986544,0.8765836
ISIC_0058901,0.09200501,0.077324376,0.9843776,0.9864996
ISIC_0058902,0.35320675,0.42407066,0.62179387,0.71404123
ISIC_0058903,0.08301715,0.09955734,0.9277175,0.96795
ISIC_0058904,0.097427145,0.033510208,0.9162565,0.9267578
ISIC_0058905,0.03148486,0.12002456,0.9620287,0.91347605
ISIC_0058906,0.34413955,0.33971724,0.6981821,0.6501184
ISIC_0058909,0.12346319,0.039972138,0.9907167,0.94663954
ISIC_0058910,0.052572645,0.11898869,0.92908204,0.9660242
ISIC_0058911,0.41678497,0.39601967,0.6295385,0.58282924
ISIC_0058913,0.19573866,0.291666,0.76129514,0.8240011
ISIC_0058914,0.14560388,0.23065019,0.7889294,0.7341527
ISIC_0058915,0.03791829,0.027848858,0.9673807,0.97872
ISIC_0058920,0.06575271,0.09334584,0.9267543,0.90774286
ISIC_0058922,0.42817625,0.3428587,0.579269,0.564036
ISIC_0058923,0.08489638,0.162573,0.8167911,0.7862298
ISIC_0058924,0.20174114,0.16371846,0.85139567,0.77262145
ISIC_0058926,0.13978511,0.30114576,0.7866346,0.85017467
ISIC_0058927,0.044649195,0.05823356,0.7905334,0.91935074
ISIC_0058930,0.14969158,0.39814508,0.7978355,0.74970895
ISIC_0058932,0.028912498,0.027462885,0.97132534,0.98006046
ISIC_0058934,0.06257298,0.06606647,0.95025855,0.91638553
ISIC_0058935,0.10820474,0.08072139,0.9194041,0.946325
ISIC_0058938,0.033794835,0.025029927,0.9469464,0.98291373
ISIC_0058939,0.03415878,0.027398197,0.9630477,0.9752932
ISIC_0058940,0.036469784,0.033022936,0.9347767,0.97583854
ISIC_0058942,0.09124898,0.19537275,0.8772764,0.8495575
ISIC_0058944,0.068553604,0.055431336,0.9533086,0.94508374
ISIC_0058946,0.30354142,0.3145058,0.69841623,0.74410033
ISIC_0058947,0.034932833,0.23858967,0.97585094,0.9919828
ISIC_0058949,0.072763994,0.105868235,0.86752343,0.9303549
ISIC_0058950,0.14835826,0.16391467,0.74473715,0.7881533
ISIC_0058951,0.24758855,0.309445,0.6749997,0.74909484
ISIC_0058952,0.26673603,0.44273096,0.61217594,0.7159972
ISIC_0058954,0.41866904,0.42875108,0.60905373,0.6085091
ISIC_0058956,0.33458483,0.41861564,0.5995356,0.5928788
ISIC_0058957,0.07994904,0.14133184,0.95990926,0.86518043
ISIC_0058959,0.27129313,0.3200079,0.7407978,0.6671679
ISIC_0058964,0.040486246,0.03758817,0.9495349,0.95113254
ISIC_0058965,0.04707525,0.1818176,0.9645052,0.86377877
ISIC_0058966,0.03793403,0.030344931,0.98041695,0.9633774
ISIC_0058967,0.26933116,0.30208087,0.6861677,0.69116986
ISIC_0058971,0.40674964,0.20087257,0.8818736,0.6146455
ISIC_0058972,0.07336524,0.061713587,0.9472176,0.95455915
ISIC_0058973,0.21892758,0.37019584,0.7686881,0.834704
ISIC_0058974,0.045797005,0.096954085,0.80801207,0.90124744
ISIC_0058976,0.20878091,0.16248146,1.0075785,0.74507785
ISIC_0058978,0.09462575,0.06696769,0.9103659,0.9080663
ISIC_0058979,0.27172413,0.093603946,0.7706275,0.83336025
ISIC_0058980,0.46276045,0.26566508,0.7511572,0.594189
ISIC_0058982,0.028586382,0.07442879,0.9533455,0.93779904
ISIC_0058983,0.06853475,0.13805094,0.9053391,0.92662716
ISIC_0058984,0.10323858,0.05547936,0.91664857,0.93885607
ISIC_0058987,0.17077008,0.09967345,0.92854106,0.8129302
ISIC_0058988,0.07882073,0.13521051,0.87992156,0.90450615
ISIC_0058990,0.041069902,0.10193129,0.9756847,0.95665216
ISIC_0058991,0.05393445,0.094377555,0.92622805,0.9016271
ISIC_0058993,0.19992532,0.06916195,0.9734913,0.8486352
ISIC_0058994,0.047276188,0.058504164,0.918845,0.92463213
ISIC_0058995,0.030112391,0.035829153,0.980366,0.9525897
ISIC_0058996,0.058271706,0.055024184,0.9245157,0.92579985
ISIC_0058997,0.22320652,0.28349376,0.69014454,0.71447694
ISIC_0058998,0.2311472,0.18062973,0.7731439,0.7931667
ISIC_0058999,0.032514494,0.08054631,0.8955685,0.9143277
ISIC_0059000,0.15460637,0.20262145,0.7585703,0.7446666
ISIC_0059001,0.32705823,0.24753611,0.6724695,0.6475447
ISIC_0059002,0.22389992,0.20649219,0.7399452,0.68773925
ISIC_0059005,0.18378882,0.29051676,0.66498137,0.75648797
ISIC_0059006,0.18798558,0.14479531,0.82571733,0.8381551
ISIC_0059008,0.27729452,0.27567753,0.72788167,0.6897732
ISIC_0059009,0.1716603,0.16594155,0.85229343,0.84885114
ISIC_0059010,0.456743,0.4616561,0.6933166,0.6615648
ISIC_0059011,0.2484489,0.34673738,0.6789316,0.80735695
ISIC_0059012,0.19340163,0.33286545,0.6981918,0.8124327
ISIC_0059014,0.124987565,0.12723677,0.7442397,0.81869745
ISIC_0059015,0.029306725,0.033067543,0.98423904,0.956866
ISIC_0059017,0.14550972,0.19222662,0.89580625,0.90399384
ISIC_0059018,0.22376898,0.3101877,0.5974349,0.65739536
ISIC_0059019,0.080757275,0.2361158,0.9284938,0.93188936
ISIC_0059022,0.054873593,0.06211723,0.9215709,0.9772974
ISIC_0059024,0.045512438,0.16242205,0.9766174,0.9833039
ISIC_0059027,0.24853542,0.14111678,0.96522844,0.8258646
ISIC_0059028,0.08138483,0.045879483,0.95196354,0.9656604
ISIC_0059029,0.036573887,0.14121526,0.9751596,0.93718714
ISIC_0059030,0.12627172,0.12907039,0.7835404,0.782429
ISIC_0059032,0.06147175,0.065494455,0.9490986,0.9037909
ISIC_0059033,0.058215965,0.046186343,0.9645869,0.8650955
ISIC_0059035,0.053819872,0.050126936,0.92895454,0.98004276
ISIC_0059037,0.055015665,0.17294315,0.83913165,0.9554006
ISIC_0059039,0.28268775,0.09980836,0.7619885,0.9514744
ISIC_0059041,0.30574295,0.24846499,0.80369586,0.6537898
ISIC_0059044,0.07878857,0.042036038,0.78118896,0.91606426
ISIC_0059045,0.15887733,0.36038345,0.6039104,0.730471
ISIC_0059046,0.04064601,0.022449112,0.97917897,0.97838473
ISIC_0059047,0.30616412,0.30962527,0.63424826,0.67369926
ISIC_0059049,0.23071256,0.16934481,0.7941432,0.6611731
ISIC_0059050,0.10223819,0.079642534,0.84394324,0.91710687
ISIC_0059052,0.13850632,0.19464353,0.84599006,0.82378626
ISIC_0059053,0.26365632,0.0584997,0.81483805,0.56156766
ISIC_0059055,0.17662314,0.2938713,0.81686616,0.78525454
ISIC_0059057,0.36949956,0.4832104,0.51636153,0.6333643
ISIC_0059058,0.26458788,0.2585441,0.75269175,0.7575859
ISIC_0059062,0.2845202,0.3096278,0.6857605,0.68412745
ISIC_0059063,0.043433156,0.04990638,0.947877,0.9735239
ISIC_0059064,0.1372029,0.2609199,0.64372694,0.7601554
ISIC_0059065,0.04341484,0.11898408,0.95020425,0.90532714
ISIC_0059066,0.25178313,0.3576003,0.7014308,0.6604067
ISIC_0059067,0.18805824,0.2812585,0.7772817,0.9734223
ISIC_0059068,0.04698944,0.07847016,0.9533953,0.84475935
ISIC_0059069,0.05719318,0.052349895,0.7160137,0.9404845
ISIC_0059070,0.067315474,0.27318746,0.58736956,0.9298798
ISIC_0059072,0.50538015,0.2804874,0.72053975,0.50818646
ISIC_0059074,0.034966197,0.043468792,0.8731736,0.9647713
ISIC_0059075,0.3501124,0.36346295,0.65845084,0.6371819
ISIC_0059076,0.026219359,0.018485062,0.97097474,0.991397
ISIC_0059077,0.21140328,0.17888908,0.7928872,0.722181
ISIC_0059079,0.040328242,0.03912094,0.94722456,0.9590736
ISIC_0059080,0.029384961,0.026645243,0.96793747,0.9709277
ISIC_0059081,0.09514906,0.0830261,0.82667696,0.8707658
ISIC_0059082,0.07842102,0.04513938,0.9243479,0.9345472
ISIC_0059087,0.05374325,0.04668273,0.8936161,0.9619985
ISIC_0059088,0.23588648,0.2786727,0.69636226,0.7140912
ISIC_0059089,0.05805573,0.08873463,0.961285,0.9268984
ISIC_0059091,0.11679856,0.2718319,0.80353117,0.8568599
ISIC_0059092,0.13406523,0.2571355,0.6658203,0.77047664
ISIC_0059093,0.08076529,0.07867857,0.97879875,0.9481267
ISIC_0059094,0.34774813,0.36132437,0.57878864,0.5926413
ISIC_0059095,0.41999093,0.092073515,1.0182536,0.9396547
ISIC_0059096,0.1999526,0.12024646,0.84760594,0.78961635
ISIC_0059097,0.34518442,0.27956223,0.6952001,0.60430837
ISIC_0059102,0.1390662,0.23163544,0.75740784,0.8769533
ISIC_0059104,0.06280503,0.14077128,0.7534281,0.9298905
ISIC_0059105,0.26208395,0.26709172,0.7423761,0.7143578
ISIC_0059106,0.32131788,0.20466188,0.6187286,0.57460725
ISIC_0059107,0.07689711,0.29593307,0.81989133,1.0161798
ISIC_0059108,0.18041246,0.31282184,0.6501942,0.725631
ISIC_0059109,0.102206826,0.22702949,0.75074124,0.9645599
ISIC_0059110,0.2557654,0.36571866,0.68846935,0.784551
ISIC_0059111,0.021362208,0.029871916,0.97732884,0.9647419
ISIC_0059112,0.26468244,0.35959458,0.72124624,0.6961806
ISIC_0059113,0.16145474,0.15602271,0.71337247,0.7068619
ISIC_0059114,0.26163194,0.17217138,0.6801565,0.8256117
ISIC_0059115,0.04683576,0.09756116,0.84988165,0.97778845
ISIC_0059116,0.113412775,0.0893601,0.873456,0.9748427
ISIC_0059118,0.14700367,0.17903273,0.8454506,0.8490273
ISIC_0059121,0.042352345,0.052892882,0.9431228,0.860392
ISIC_0059122,0.38237268,0.36262867,0.6629788,0.6827361
ISIC_0059124,0.06476148,0.07762738,0.9458337,0.91763943
ISIC_0059128,0.2050923,0.32617584,0.7516499,0.68399864
ISIC_0059129,0.48336324,0.38759696,0.77681696,0.7409084
ISIC_0059131,0.24850379,0.25793576,0.76910406,0.83235496
ISIC_0059134,0.35296056,0.40737468,0.5762671,0.6431985
ISIC_0059135,0.4276558,0.38675427,0.63676304,0.6449597
ISIC_0059136,0.21833813,0.36144668,0.557879,0.6884465
ISIC_0059139,0.16127859,0.17787223,0.79094267,0.8116872
ISIC_0059140,0.048861884,0.025852412,0.9703633,0.96876216
ISIC_0059141,0.038744833,0.10851001,0.9532755,0.9347047
ISIC_0059143,0.021483272,0.07553899,0.98687506,0.99605626
ISIC_0059144,0.094629966,0.48561558,0.676243,0.9425788
ISIC_0059146,0.06314824,0.06904482,0.9195296,0.96724373
ISIC_0059147,0.058968622,0.06471488,0.9335084,0.9660908
ISIC_0059148,0.1087245,0.053005498,0.998961,0.94700664
ISIC_0059149,0.26775548,0.23705445,0.710006,0.7895154
ISIC_0059152,0.2915648,0.4104739,0.63807523,0.74984777
ISIC_0059153,0.30393437,0.36617205,0.61894166,0.65057635
ISIC_0059155,0.035108503,0.025237614,0.96477854,0.9764228
ISIC_0059158,0.33704403,0.31861806,0.6347492,0.6402458
ISIC_0059159,0.11071898,0.041197713,0.97636056,0.95088524
ISIC_0059162,0.13884252,0.26263976,0.7419209,0.8257467
ISIC_0059165,0.13360298,0.14901344,0.9521416,0.8800792
ISIC_0059166,0.24230348,0.3041192,0.7477903,0.8771683
ISIC_0059167,0.27892503,0.26421544,0.74541014,0.84180474
ISIC_0059170,0.45448986,0.3031282,0.72635424,0.59013176
ISIC_0059171,0.090483904,0.15645954,0.77910405,0.7445072
ISIC_0059178,0.032189675,0.04315522,0.9864298,0.97839224
ISIC_0059179,0.3566916,0.3844894,0.5304384,0.57921654
ISIC_0059180,0.047660556,0.023212332,0.95752317,0.8822478
ISIC_0059181,0.0757067,0.064858116,0.94789845,0.9378538
ISIC_0059182,0.15259497,0.22042195,0.7968098,0.8730119
ISIC_0059183,0.049610328,0.24686337,0.9322874,0.81745243
ISIC_0059186,0.040257733,0.044309463,0.9651885,0.95388377
ISIC_0059187,0.15138175,0.38268235,0.7629282,0.7632631
ISIC_0059191,0.11055956,0.085441396,0.97530776,0.91821223
ISIC_0059192,0.10093947,0.2439215,0.75278443,0.98346174
ISIC_0059193,0.02716044,0.055030864,0.9698031,0.96523786
ISIC_0059198,0.078629605,0.09240503,0.85021526,0.94455016
ISIC_0059199,0.07651495,0.077112556,0.9220039,0.90834016
ISIC_0059200,0.20973802,0.3406256,0.49961373,0.64659643
ISIC_0059201,0.049921304,0.050671946,0.92644525,0.9442771
ISIC_0059202,0.2524396,0.32108766,0.6985226,0.8125871
ISIC_0059207,0.095956735,0.051742554,0.81235975,0.9309556
ISIC_0059208,0.20935142,0.19754878,0.5746331,0.56942177
ISIC_0059209,0.40827322,0.44872877,0.50145745,0.532604
ISIC_0059210,0.08580987,0.024566345,0.9733716,0.9431502
ISIC_0059211,0.1988887,0.07077219,0.9468289,0.8781325
ISIC_0059212,0.032892633,0.023968905,0.9623693,0.9879632
ISIC_0059213,0.4021391,0.35722467,0.6478825,0.65897083
ISIC_0059214,0.3262715,0.31835324,0.73882955,0.5704981
ISIC_0059216,0.024881585,0.054462265,0.9746544,0.9881367
ISIC_0059217,0.07381458,0.11222496,0.86742437,0.81153727
ISIC_0059218,0.041108605,0.13970567,0.98517144,1.0046176
ISIC_0059219,0.12758212,0.15373649,0.6906077,0.96468675
ISIC_0059220,0.38888106,0.363288,0.69243085,0.64526373
ISIC_0059221,0.22789292,0.048953198,0.9511311,0.8830596
ISIC_0059223,0.21274844,0.3538623,0.74557257,0.8502743
ISIC_0059226,0.10228999,0.23835333,0.74236697,0.91328514
ISIC_0059227,0.10375462,0.11256333,0.9023255,0.965528
ISIC_0059228,0.23543148,0.2517739,0.6777881,0.7368851
ISIC_0059229,0.052829552,0.088573806,0.8903028,0.92815673
ISIC_0059230,0.13008353,0.27841285,0.5198926,0.6735597
ISIC_0059231,0.021520749,0.04411666,0.9696537,0.9750298
ISIC_0059232,0.050369002,0.05463962,0.9222192,0.9431271
ISIC_0059235,0.29894036,0.3385342,0.64589655,0.6211021
